"rownum","ISSUENO","ISSUEDATE","ISSUETIME","VIODESCRIPTION","LOCATIONDESC1","CityState","longitude","latitude","accuracy"
658758,465932913,"11/19/2012","2:04:00","NIGHT PARKING","1535 W MITCHELL ST","Milwaukee, WI",-87.9316357053124,43.0122365200434,"house"
472826,463580471,"8/21/2012","17:58:00","METER PARKING VIOLATION","1710 N ARLINGTON PL","Milwaukee, WI",-87.8948458664899,43.0532363106634,"house"
236906,461606154,"4/25/2012","11:16:00","PARKED IN SCHOOL ZONE","3774 N 12TH ST","Milwaukee, WI",-87.9258358414848,43.086132109022,"house"
270450,461845451,"5/9/2012","5:03:00","NIGHT PARKING - WRONG SIDE","2417 N 44TH ST","Milwaukee, WI",-87.968963747761,43.0628241581309,"house"
702856,466369761,"12/11/2012","2:52:00","NIGHT PARKING - WINTER RESTRICTED","2348 S CHASE ST","Milwaukee, WI",NA,NA,""
725625,466141760,"12/21/2012","22:08:00","PARKED POSTED PRIVATE PROPERTY","2830 N OAKLAND AVE","Milwaukee, WI",-87.888064,43.0597533,"tertiary"
713033,466123383,"12/14/2012","3:24:00","NIGHT PARKING - WINTER RESTRICTED","3108 W MITCHELL ST","Milwaukee, WI",-87.9529862627709,43.0125580932196,"house"
601484,465107856,"10/23/2012","2:46:00","NIGHT PARKING - WRONG SIDE","745 S 22ND ST","Milwaukee, WI",-87.9409685720829,43.0234693483054,"house"
27637,459617001,"1/13/2012","5:05:00","NIGHT PARKING - WINTER RESTRICTED","6615 W VILLARD AVE","Milwaukee, WI",-87.9939054282128,43.1120486003427,"house"
479145,463957933,"8/23/2012","5:39:00","NIGHT PARKING - WRONG SIDE","3761 S 15TH ST","Milwaukee, WI",-87.9316901209447,42.9763631646087,"house"
537189,464666683,"9/20/2012","12:43:00","METER PARKING VIOLATION","425 E MICHIGAN ST","Milwaukee, WI",-87.9059901846882,43.0374504862886,"house"
549775,464841355,"9/26/2012","2:18:00","NIGHT PARKING - WRONG SIDE","4418 N 25TH ST","Milwaukee, WI",-87.9440246793461,43.0975017870378,"house"
502243,464452730,"9/5/2012","4:32:00","NIGHT PARKING - WRONG SIDE","409 E KEEFE AVE","Milwaukee, WI",-87.9059861836735,43.0819605918367,"house"
634788,465422974,"11/7/2012","11:44:00","METER PARKING VIOLATION","2178 N FARWELL AVE","Milwaukee, WI",-87.8865631096364,43.0588153727541,"house"
400044,463339564,"7/13/2012","13:04:00","METER PARKING VIOLATION","2215 N PROSPECT AVE","Milwaukee, WI",-87.884969238181,43.0590481236568,"house"
141264,460620506,"3/7/2012","15:29:00","TOW-AWAY ZONE (POSTED)","228 W WISCONSIN AVE","Milwaukee, WI",-87.9135535779453,43.038822698358,"house"
413081,463523955,"7/21/2012","4:28:00","NIGHT PARKING - WRONG SIDE","2617 N 52ND ST","Milwaukee, WI",-87.9787978343602,43.0665103630937,"house"
516830,464451013,"9/11/2012","16:41:00","METER PARKING VIOLATION","405 E BUFFALO ST","Milwaukee, WI",-87.9057502434821,43.0338482209716,"house"
634168,465785073,"11/7/2012","12:13:00","PARKED IN EXCESS OF 1 HOUR PROHIBITED","3205 N SUMMIT AVE","Milwaukee, WI",-87.8757091780099,43.0758440576129,"house"
187145,461080535,"3/30/2012","3:29:00","NIGHT PARKING - WRONG SIDE","4458 N 21ST ST","Milwaukee, WI",-87.9381517404784,43.0980358151848,"house"
386773,463103443,"7/7/2012","2:58:00","NIGHT PARKING - WRONG SIDE","501 E VAN BECK AVE","Milwaukee, WI",-87.9036031515208,42.9727254772615,"house"
483616,464288274,"8/25/2012","5:58:00","NIGHT PARKING - WRONG SIDE","211 N 37TH ST","Milwaukee, WI",-87.9602980153239,43.0328997740855,"house"
135513,460417241,"3/5/2012","12:03:00","METER PARKING VIOLATION","711 W MITCHELL ST","Milwaukee, WI",-87.9634341,43.0122781,"residential"
296966,462288013,"5/22/2012","14:39:00","PARKING PROHIBITED BY OFFICIAL SIGN","3400 W NORTH AVE","Milwaukee, WI",-87.956508,43.060697,"house"
475795,464126202,"8/22/2012","5:17:00","NIGHT PARKING","1115 E SINGER CR","Milwaukee, WI",NA,NA,""
599123,661089310,"10/21/2012","20:54:00","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","2632 W ATKINSON AV","Milwaukee, WI",-87.9458727015658,43.0965269485569,"house"
510872,464089662,"9/8/2012","3:39:00","NIGHT PARKING","173 S WATER ST","Milwaukee, WI",-87.9088041939531,43.0298785837453,"house"
394409,463244714,"7/11/2012","21:22:00","PARKING PROHIBITED BY OFFICIAL SIGN","1830 E KANE PL","Milwaukee, WI",-87.8881151746404,43.0543316150752,"house"
6491,458164873,"1/4/2012","13:00:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1523 E WINDSOR PL","Milwaukee, WI",-87.8915390221453,43.0586753974953,"house"
84166,459925852,"2/10/2012","2:13:00","NIGHT PARKING - WRONG SIDE","318 E WILBUR AVE","Milwaukee, WI",-87.9071605728089,42.9784218104289,"house"
335773,462321941,"6/11/2012","3:34:00","NIGHT PARKING - WRONG SIDE","1111 N 18TH ST","Milwaukee, WI",-87.9354679230809,43.0445281792526,"house"
258858,461969373,"5/4/2012","5:03:00","NIGHT PARKING - INELIGIBLE VEHICLE","8708 W MILL RD","Milwaukee, WI",-88.0192555,43.134166375,"house"
739645,466783494,"12/29/2012","23:24:00","METER PARKING VIOLATION","1711 N WARREN AVE","Milwaukee, WI",-87.8938627346939,43.0531877959184,"house"
176440,459871646,"3/24/2012","2:46:00","NIGHT PARKING - WRONG SIDE","2950 N 61ST ST","Milwaukee, WI",-87.9884403532228,43.072743908841,"house"
550187,464688652,"9/26/2012","19:08:00","METER PARKING VIOLATION","2321 E KENWOOD BLVD","Milwaukee, WI",-87.8813241478514,43.0745581405306,"house"
451886,463894373,"8/10/2012","16:30:00","METER PARKING VIOLATION","2931 E IVANHOE PL","Milwaukee, WI",-87.8831897,43.0589475,"residential"
335614,462790042,"6/11/2012","3:21:00","NIGHT PARKING - WRONG SIDE","3629 W MAPLE ST","Milwaukee, WI",-87.9593995676779,43.0110928389172,"house"
582077,465162795,"10/12/2012","5:05:00","NIGHT PARKING","1635 N MARSHALL ST","Milwaukee, WI",-87.9010117744689,43.0514089027384,"house"
492326,464334323,"8/30/2012","5:45:00","NIGHT PARKING","2132 S 5TH PL","Milwaukee, WI",-87.9176925037703,43.0058370623433,"house"
414960,463518226,"7/23/2012","5:46:00","NIGHT PARKING - WRONG SIDE","2409 S WILLIAMS ST","Milwaukee, WI",-87.8996156123895,43.0004968442533,"house"
552164,464724831,"9/27/2012","5:33:00","NIGHT PARKING","2504 W CLYBOURN ST","Milwaukee, WI",-87.945205408354,43.036213,"house"
159224,460785931,"3/15/2012","12:36:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","808 N MARKET ST","Milwaukee, WI",-87.9092869134369,43.0412276776505,"house"
554742,464793372,"9/28/2012","5:11:00","NIGHT PARKING","2459 N 45TH ST","Milwaukee, WI",-87.9701328824599,43.0635019927264,"house"
285588,461944092,"5/16/2012","10:39:00","METER PARKING VIOLATION","1116 N 6TH ST","Milwaukee, WI",-87.9188039202016,43.0446388370345,"house"
458912,463951563,"8/14/2012","10:50:00","METER PARKING VIOLATION","777 N JEFFERSON ST","Milwaukee, WI",-87.9055787073929,43.0406908397602,"house"
303410,462389325,"5/24/2012","16:10:00","METER PARKING VIOLATION","833 W HISTORIC MITCHELL ST","Milwaukee, WI",-87.9218083469661,43.0122127197793,"house"
339951,462553733,"6/13/2012","17:12:00","METER PARKING VIOLATION","1318 W CLYBOURN ST","Milwaukee, WI",-87.9289668283941,43.0361854279394,"house"
149690,460587584,"3/12/2012","14:56:00","PARKED IN LOADING ZONE","820 N MILWAUKEE ST","Milwaukee, WI",-87.9067042076779,43.0415271249339,"house"
46286,458462351,"1/24/2012","5:07:00","NIGHT PARKING - WRONG SIDE","3612 N 62ND ST","Milwaukee, WI",-87.9895056966245,43.0836672924053,"house"
436247,463509900,"8/2/2012","4:47:00","NIGHT PARKING","2907 W WELLS ST","Milwaukee, WI",-87.9509496667057,43.0401982002098,"house"
57440,459976753,"1/29/2012","7:22:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","612 E KILBOURN AVE","Milwaukee, WI",-87.9041374653645,43.0427299481478,"house"
560886,464875040,"10/2/2012","2:41:00","NIGHT PARKING - WRONG SIDE","2600 W KILBOURN AVE","Milwaukee, WI",-87.946461,43.041715,"house"
366505,462992272,"6/27/2012","3:55:00","NIGHT PARKING","2435 N BARTLETT AVE","Milwaukee, WI",-87.8893929808248,43.0619417890952,"house"
599657,465474310,"10/22/2012","3:58:00","NIGHT PARKING - WRONG SIDE","2760 N AVONDALE BLVD","Milwaukee, WI",-87.9932814738941,43.068956521663,"house"
174188,461104405,"3/23/2012","15:16:00","TOW-AWAY ZONE (POSTED)","235 W WISCONSIN AVE","Milwaukee, WI",-87.913627321283,43.0386596366092,"house"
123390,460488055,"2/28/2012","14:01:00","METER PARKING VIOLATION","651 N 2ND ST","Milwaukee, WI",-87.913165083568,43.0380648791811,"house"
699663,466455544,"12/10/2012","3:03:00","NIGHT PARKING - WRONG SIDE","1818 N 27TH ST","Milwaukee, WI",-87.9474981412814,43.0538386845957,"house"
616417,465444044,"10/30/2012","12:33:00","PARKED IN EXCESS OF 1 HOUR PROHIBITED","4341 N RICHARDS ST","Milwaukee, WI",-87.9072568055556,43.0962868611111,"house"
529786,464620575,"9/18/2012","3:54:00","NIGHT PARKING - WRONG SIDE","1850 N HUBBARD ST","Milwaukee, WI",-87.9083043119385,43.0544874283554,"house"
441897,463232066,"8/6/2012","7:34:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","634 N 36TH ST","Milwaukee, WI",-87.9589028921295,43.0380054901023,"house"
656524,465999214,"11/17/2012","3:15:00","NIGHT PARKING - WRONG SIDE","2001 E OKLAHOMA AVE","Milwaukee, WI",-87.8847586330504,42.9880972394709,"house"
213374,461434573,"4/12/2012","3:24:00","NIGHT PARKING - WRONG SIDE","2568 N 46TH ST","Milwaukee, WI",-87.9711165199462,43.065485543676,"house"
691933,466338950,"12/6/2012","3:04:00","NIGHT PARKING - WINTER RESTRICTED","4447 S 13TH ST","Milwaukee, WI",-87.929295014139,42.9639208621551,"house"
352554,462551563,"6/19/2012","21:49:00","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","5125 W WISCONSIN AVE","Milwaukee, WI",-87.9779526679515,43.0387131964387,"house"
282716,461881965,"5/15/2012","13:34:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","4223 N 18TH ST","Milwaukee, WI",-87.9332009479753,43.0944045442306,"house"
14361,459390610,"1/7/2012","17:17:00","METER PARKING VIOLATION","1923 N FARWELL AVE","Milwaukee, WI",-87.8897963232729,43.0557041154351,"house"
76272,459838805,"2/7/2012","2:00:00","NIGHT PARKING - WRONG SIDE","2811 S 9 ST","Milwaukee, WI",NA,NA,""
574084,464916546,"10/8/2012","2:10:00","NIGHT PARKING - WRONG SIDE","11030 W FLORIST AVE","Milwaukee, WI",-88.0493859899498,43.1266364522613,"house"
232718,461740506,"4/23/2012","4:09:00","NIGHT PARKING","912 N 23RD ST","Milwaukee, WI",-87.9414543214493,43.0419070157933,"house"
56581,459786165,"1/28/2012","2:15:00","NIGHT PARKING","3118 W WELLS ST","Milwaukee, WI",-87.9534864654442,43.0403712352801,"house"
159394,460840144,"3/15/2012","20:53:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","2509 E KENWOOD BLVD","Milwaukee, WI",-87.8789593251832,43.074554,"house"
682943,466160730,"12/3/2012","2:40:00","NIGHT PARKING","10830 W FLORIST AVE","Milwaukee, WI",-88.0468994184155,43.1265115297098,"house"
217148,461609282,"4/14/2012","6:55:00","PARKING PROHIBITED BY OFFICIAL SIGN","530 E JUNEAU AVE","Milwaukee, WI",-87.905809467577,43.0458273716169,"house"
541511,464795833,"9/22/2012","5:35:00","NIGHT PARKING - WRONG SIDE","3150 S 22ND ST","Milwaukee, WI",-87.9422474467737,42.9874833463365,"house"
464701,463913520,"8/16/2012","14:24:00","METER PARKING VIOLATION","1003 W HISTORIC MITCHELL ST","Milwaukee, WI",-87.9243058367468,43.01221,"house"
709853,466007231,"12/13/2012","3:12:00","NIGHT PARKING - WRONG SIDE","1731 W ARROW ST","Milwaukee, WI",-87.9350604025598,43.0142287519976,"house"
71746,460030012,"2/4/2012","16:43:00","METER PARKING VIOLATION","1937 N FARWELL AVE","Milwaukee, WI",-87.8895782923607,43.0559301328276,"house"
190680,461286210,"3/31/2012","5:35:00","NIGHT PARKING - WRONG SIDE","7113 W HAMPTON AVE","Milwaukee, WI",-88.0009994503574,43.1048433555746,"house"
79348,460046123,"2/8/2012","3:03:00","NIGHT PARKING - WINTER RESTRICTED","7022 W SILVER SPRING DR","Milwaukee, WI",-87.9989342222222,43.1195962222222,"house"
296586,462175512,"5/22/2012","5:42:00","NIGHT PARKING","2602 N FRATNEY ST","Milwaukee, WI",-87.9014844665087,43.0657914095989,"house"
317337,461831215,"6/1/2012","2:15:00","NIGHT PARKING","2855 N WEIL ST","Milwaukee, WI",-87.8992289795371,43.0702748948089,"house"
331795,462458614,"6/8/2012","14:23:00","PARKED POSTED PRIVATE PROPERTY","1128 N 26TH ST","Milwaukee, WI",-87.9461823995277,43.0448321440672,"house"
447372,463744982,"8/8/2012","2:38:00","NIGHT PARKING - WRONG SIDE","6822 N DARIEN ST","Milwaukee, WI",-87.9561801918719,43.1418530919599,"house"
671811,465570265,"11/27/2012","5:17:00","NIGHT PARKING","5832 N 69TH ST","Milwaukee, WI",-87.997100741156,43.1237593834779,"house"
440112,463752505,"8/4/2012","16:53:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","239 E CHICAGO ST","Milwaukee, WI",-87.9079532814831,43.0323014996908,"house"
105846,460404140,"2/20/2012","10:11:00","METER PARKING VIOLATION","1612 W GREENFIELD AVE","Milwaukee, WI",-87.9335310612245,43.0171018367347,"house"
670137,465775844,"11/27/2012","3:42:00","NIGHT PARKING - WRONG SIDE","2741 S SUPERIOR ST","Milwaukee, WI",-87.8858497066518,42.9954324091626,"house"
641321,465818452,"11/9/2012","14:35:00","METER PARKING VIOLATION","728 W STATE ST","Milwaukee, WI",-87.9207178596366,43.0430233869371,"house"
210233,461460731,"4/11/2012","17:13:00","METER PARKING VIOLATION","734 N OLD WORLD THIRD STREET ST","Milwaukee, WI",NA,NA,""
422513,463467115,"7/26/2012","15:10:00","METER PARKING VIOLATION","720 N 9TH ST","Milwaukee, WI",-87.9229962085072,43.0391751085501,"house"
6596,459238894,"1/4/2012","10:13:00","METER PARKING VIOLATION","1944 N FARWELL AVE","Milwaukee, WI",-87.8893245825561,43.0559083961049,"house"
306155,462153005,"5/25/2012","15:06:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1602 N FARWELL AVE","Milwaukee, WI",-87.8936617921666,43.051385244848,"house"
440556,463812112,"8/4/2012","4:11:00","NIGHT PARKING","6327 W BRADLEY RD","Milwaukee, WI",-87.9883539189133,43.1630467393931,"house"
617279,465483804,"10/30/2012","3:38:00","NIGHT PARKING","2915 S 46TH ST","Milwaukee, WI",-87.9716987286956,42.9916912782626,"house"
280400,462107531,"5/15/2012","20:06:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","141 S WATER ST","Milwaukee, WI",-87.9093753080808,43.0301562728994,"house"
382105,463123172,"7/5/2012","17:45:00","METER PARKING VIOLATION","233 N JACKSON ST","Milwaukee, WI",-87.9034672992477,43.0332995216262,"house"
212340,461259116,"4/12/2012","12:01:00","METER PARKING VIOLATION","1201 W KILBOURN AVE","Milwaukee, WI",-87.927343,43.041507,"house"
718477,466475122,"12/18/2012","2:31:00","NIGHT PARKING - WRONG SIDE","804 W HADLEY ST","Milwaukee, WI",-87.9216418548073,43.0695205051421,"house"
7415,459352084,"1/5/2012","2:02:00","NIGHT PARKING","2222 S 22ND ST","Milwaukee, WI",-87.940937755102,43.0044637346939,"house"
136162,460683370,"3/5/2012","15:12:00","METER PARKING VIOLATION","2319 E KENWOOD BLVD","Milwaukee, WI",-87.8813424336919,43.0745581157866,"house"
503608,464363712,"9/6/2012","13:34:00","METER PARKING VIOLATION","156 W MICHIGAN ST","Milwaukee, WI",-87.9119136401897,43.0374448272792,"house"
694560,466520191,"12/7/2012","4:58:00","NIGHT PARKING - WRONG SIDE","2009 E THOMAS AVE","Milwaukee, WI",-87.8853413469388,43.061238,"house"
122101,460460490,"2/28/2012","5:05:00","NIGHT PARKING - WINTER RESTRICTED","4047 N 68TH ST","Milwaukee, WI",-87.9971610541191,43.0908411928712,"house"
89599,460099102,"2/13/2012","5:30:00","NIGHT PARKING - WRONG SIDE","2251 S 21 ST","Milwaukee, WI",NA,NA,""
709672,466421756,"12/13/2012","3:05:00","NIGHT PARKING - WRONG SIDE","2625 W PORT SUNLIGHT WAY","Milwaukee, WI",-87.9462054172976,43.0975359196887,"house"
564732,464897506,"10/3/2012","7:17:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","339 S 61ST ST","Milwaukee, WI",-87.98885,43.0284026969697,"house"
404454,463261411,"7/17/2012","9:02:00","METER PARKING VIOLATION","620 E MICHIGAN ST","Milwaukee, WI",-87.9035292399767,43.0377653470227,"house"
193723,461186390,"4/3/2012","13:16:00","METER PARKING VIOLATION","1260 N 10TH ST","Milwaukee, WI",-87.9242688639748,43.0465454548711,"house"
738623,466942582,"12/29/2012","16:35:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","230 E ERIE ST","Milwaukee, WI",-87.9087258124711,43.0316484929314,"house"
388523,463280915,"7/9/2012","4:29:00","NIGHT PARKING - WRONG SIDE","2407 S WILLIAMS ST","Milwaukee, WI",-87.8996159592921,43.00051488319,"house"
373173,462980744,"6/29/2012","20:09:00","METER PARKING VIOLATION","2908 N OAKLAND AVE","Milwaukee, WI",-87.888064,43.0597533,"tertiary"
341064,462347830,"6/13/2012","3:02:00","NIGHT PARKING","1535 N ASTOR ST","Milwaukee, WI",-87.8997781250153,43.0497846145398,"house"
255267,462002446,"5/3/2012","5:38:00","NIGHT PARKING","1708 E BRADFORD AVE","Milwaukee, WI",-87.8890086770336,43.0638320607407,"house"
629522,465689453,"11/5/2012","11:49:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1125 E JUNEAU AVE","Milwaukee, WI",-87.8979663333333,43.0456016428571,"house"
144464,460678002,"3/8/2012","3:19:00","NIGHT PARKING - WRONG SIDE","3920 N 54TH ST","Milwaukee, WI",-87.9809513494686,43.0885347624434,"house"
372073,463053710,"6/29/2012","10:40:00","METER PARKING VIOLATION","425 E WISCONSIN AVE","Milwaukee, WI",-87.9061241960801,43.0386728275288,"house"
113366,460353810,"2/23/2012","3:37:00","NIGHT PARKING","3022 N BOOTH ST","Milwaukee, WI",-87.9038948492875,43.0734130836562,"house"
735806,466754352,"12/28/2012","17:10:00","METER PARKING VIOLATION","233  N MILWAUKEE ST","Milwaukee, WI",-87.9060987115253,43.0340984463188,"house"
351720,462780846,"6/19/2012","19:34:00","METER PARKING VIOLATION","1915 E NORTH AVE","Milwaukee, WI",-87.8864986388442,43.06003387217,"house"
668515,466053862,"11/26/2012","5:43:00","NIGHT PARKING","3979 N 16TH ST","Milwaukee, WI",-87.9309202061888,43.0890478503317,"house"
26019,459506084,"1/12/2012","16:02:00","PARKED POSTED PRIVATE PROPERTY","843 N 13TH ST","Milwaukee, WI",-87.9288406213948,43.0404627060907,"house"
228581,461533634,"4/20/2012","16:45:00","METER PARKING VIOLATION","610 N CASS ST","Milwaukee, WI",-87.9012904618073,43.0380558636711,"house"
136372,460463441,"3/6/2012","2:43:00","NIGHT PARKING","1831 W JUNEAU AVE","Milwaukee, WI",-87.9357797336728,43.0457521547849,"house"
737258,466842316,"12/28/2012","10:50:00","METER PARKING VIOLATION","602 N 4TH ST","Milwaukee, WI",-87.915898,43.0375479591837,"house"
12553,459396055,"1/6/2012","5:05:00","NIGHT PARKING","2801 W SCOTT ST","Milwaukee, WI",-87.949275,43.018987,"house"
109702,460353364,"2/22/2012","5:39:00","NIGHT PARKING","5649 N 97TH ST","Milwaukee, WI",-88.0334279105142,43.1206313344591,"house"
126981,460461363,"2/29/2012","14:42:00","METER PARKING VIOLATION","810 N VAN BUREN ST","Milwaukee, WI",-87.902935062673,43.0416524659658,"house"
289365,462262850,"5/18/2012","2:26:00","NIGHT PARKING - WRONG SIDE","3726 N 40TH ST","Milwaukee, WI",-87.9630092975964,43.0848130021173,"house"
524367,464619864,"9/14/2012","4:32:00","NIGHT PARKING","2926 N NEWHALL ST","Milwaukee, WI",-87.8902313945005,43.0715908941538,"house"
75172,459751600,"2/7/2012","13:25:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","820 S 6TH ST","Milwaukee, WI",-87.9181265918367,43.0229227755102,"house"
406745,463296083,"7/18/2012","5:13:00","NIGHT PARKING - WRONG SIDE","5226 N 38TH ST","Milwaukee, WI",-87.9599519702302,43.112482760588,"house"
580609,465111916,"10/11/2012","2:00:00","NIGHT PARKING - WRONG SIDE","4727 W RIDGE CT","Milwaukee, WI",-87.9724742496952,43.0850610407623,"house"
672247,466071196,"11/28/2012","8:25:00","METER PARKING VIOLATION","1501 E BRADY ST","Milwaukee, WI",-87.892251,43.052795,"house"
150509,459758246,"3/12/2012","15:13:00","METER PARKING VIOLATION","1827 E LOCUST ST","Milwaukee, WI",-87.8875060965143,43.0709181406089,"house"
227752,461614145,"4/20/2012","3:11:00","NIGHT PARKING","2361 N BUFFUM ST","Milwaukee, WI",-87.9067113777207,43.061323828442,"house"
635352,465646484,"11/7/2012","15:24:00","PARKING PROHIBITED BY OFFICIAL SIGN","7700 W CONGRESS ST","Milwaukee, WI",-88.008577,43.097273,"house"
604803,465274983,"10/24/2012","3:09:00","NIGHT PARKING","3803 N 28TH ST","Milwaukee, WI",-87.948451527516,43.0863327342624,"house"
259100,461851493,"5/4/2012","21:39:00","PARKED LESS THAN 15 FEET FROM CROSSWALK","1900 N BARTLETT AVE","Milwaukee, WI",-87.891988,43.056359,"house"
13680,459199580,"1/6/2012","10:30:00","METER PARKING VIOLATION","707 N 9TH ST ST","Milwaukee, WI",NA,NA,""
565536,464967801,"10/4/2012","2:28:00","NIGHT PARKING - WRONG SIDE","704 N 53RD ST","Milwaukee, WI",-87.9797901522425,43.0389476715111,"house"
615468,465557886,"10/30/2012","20:11:00","METER PARKING VIOLATION","2423 E KENWOOD BLVD","Milwaukee, WI",-87.8800718365759,43.0745576693599,"house"
686014,466029605,"12/4/2012","4:30:00","NIGHT PARKING - WRONG SIDE","2842 N BOOTH ST","Milwaukee, WI",-87.903926018906,43.0701131430266,"house"
601339,465372725,"10/23/2012","3:49:00","NIGHT PARKING - WRONG SIDE","2735 S QUINCY AVE","Milwaukee, WI",-87.901746325236,42.9949526565219,"house"
605913,465475581,"10/24/2012","2:12:00","NIGHT PARKING - WRONG SIDE","832 N 18TH ST","Milwaukee, WI",-87.9352883579536,43.0407343836017,"house"
459564,463912175,"8/14/2012","5:14:00","NIGHT PARKING - WRONG SIDE","6722 W STEVENSON ST","Milwaukee, WI",-87.9965168367739,43.032173833999,"house"
100533,460145501,"2/17/2012","4:26:00","NIGHT PARKING","1322 W SCOTT ST","Milwaukee, WI",-87.9282715067343,43.0191665118894,"house"
41759,459590692,"1/21/2012","13:02:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","175 S WATER ST","Milwaukee, WI",-87.9087689409425,43.0298603085846,"house"
231721,461688931,"4/22/2012","6:48:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","3220 N 77TH ST","Milwaukee, WI",-88.0085227295526,43.0773630018689,"house"
17727,459550254,"1/9/2012","4:57:00","NIGHT PARKING - WRONG SIDE","1243 S 25 ST","Milwaukee, WI",NA,NA,""
727506,466645174,"12/22/2012","17:48:00","METER PARKING VIOLATION","1852 E KENILWORTH PL","Milwaukee, WI",-87.8869858560732,43.0597333120308,"house"
333590,461890881,"6/9/2012","2:57:00","NIGHT PARKING - WRONG SIDE","1317 N 25TH ST","Milwaukee, WI",-87.945349674125,43.0475793614514,"house"
191323,461150966,"3/31/2012","3:26:00","NIGHT PARKING","3434 N 37TH ST","Milwaukee, WI",-87.9594890355414,43.0816400462371,"house"
436835,463699762,"8/2/2012","3:35:00","NIGHT PARKING - WRONG SIDE","3530 N 55TH ST","Milwaukee, WI",-87.9821282687628,43.0829929265617,"house"
471608,463929060,"8/21/2012","2:47:00","NIGHT PARKING","4912 W HOYT PL","Milwaukee, WI",-87.9744362,43.08656,"house"
506724,464373206,"9/7/2012","4:32:00","NIGHT PARKING","1627 N HUMBOLDT AVE","Milwaukee, WI",-87.8982770929902,43.0511661555697,"house"
542075,464806532,"9/22/2012","3:21:00","NIGHT PARKING - WRONG SIDE","1818 N 51ST ST","Milwaukee, WI",-87.977477145012,43.0542590097772,"house"
58455,459848325,"1/30/2012","2:50:00","NIGHT PARKING","1925 W CRAWFORD AVE","Milwaukee, WI",-87.9379799357832,42.9755971244983,"house"
408391,463502325,"7/19/2012","3:27:00","NIGHT PARKING - WRONG SIDE","9127 W PALMETTO AVE","Milwaukee, WI",-88.0267234959437,43.0985550003863,"house"
187288,461174453,"3/30/2012","4:49:00","NIGHT PARKING - WRONG SIDE","4402 N 70TH ST","Milwaukee, WI",-87.999338,43.0974030613044,"house"
307260,462350265,"5/26/2012","13:02:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","810 E JUNEAU AVE","Milwaukee, WI",-87.9019989216959,43.045798912077,"house"
57014,459822263,"1/28/2012","5:06:00","NIGHT PARKING - WINTER RESTRICTED","2512 S 13TH ST","Milwaukee, WI",-87.9284414079103,42.9989059762374,"house"
481683,464224095,"8/24/2012","4:43:00","NIGHT PARKING","4642 W MEDFORD AVE","Milwaukee, WI",-87.971327987755,43.0847125463748,"house"
34708,459267863,"1/18/2012","16:03:00","METER PARKING VIOLATION","634 N 4TH ST","Milwaukee, WI",-87.915898,43.0379153061224,"house"
601670,465394613,"10/23/2012","4:39:00","NIGHT PARKING - WRONG SIDE","205 S 65TH ST","Milwaukee, WI",-87.994028,42.9829811,"residential"
412690,463397454,"7/20/2012","21:59:00","FAILURE TO PARK IN DEFINED ANGLE SPACE","401 E CORCORAN ST","Milwaukee, WI",-87.90534,43.030077,"house"
712665,466580380,"12/14/2012","20:51:00","PARKED POSTED PRIVATE PROPERTY","11200 W SILVER SPRING DR","Milwaukee, WI",-88.0522347457821,43.1177373683717,"house"
512528,464423050,"9/10/2012","2:30:00","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","3729 W ORCHARD ST","Milwaukee, WI",-87.9607768570709,43.015896702586,"house"
417277,463442081,"7/24/2012","17:35:00","METER PARKING VIOLATION","1704 N WARREN AVE","Milwaukee, WI",-87.89364,43.0531364375,"house"
196557,461100743,"4/4/2012","10:54:00","METER PARKING VIOLATION","723 N 9TH ST","Milwaukee, WI",-87.9232196589474,43.0392013759548,"house"
61042,459605053,"1/31/2012","3:53:00","NIGHT PARKING","2338 N 20TH ST","Milwaukee, WI",-87.9374795655234,43.0612214903915,"house"
138686,460518494,"3/6/2012","8:55:00","METER PARKING VIOLATION","780 N JEFFERSON ST","Milwaukee, WI",-87.9053630095945,43.0407834264636,"house"
591826,465130993,"10/17/2012","12:12:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","2605 E LINNWOOD AVE","Milwaukee, WI",-87.8777611626886,43.072713,"house"
81313,460069256,"2/9/2012","5:42:00","NIGHT PARKING - WRONG SIDE","5425 W NASH ST","Milwaukee, WI",-87.9813322213705,43.0843481326286,"house"
