rownum,ISSUENO,ISSUEDATE,ISSUETIME,VIODESCRIPTION,LOCATIONDESC1,CityState,geo_longitude,geo_latitude,geo_accuracy
559138,464853992,10/1/2012,15:09:00,TOW-AWAY ZONE (POSTED),307 W WISCONSIN AVE,"Milwaukee, WI",-87.9147841197003,43.0386741148339,house
101027,460241563,2/17/2012,3:23:00,NIGHT PARKING - WRONG SIDE,4385 S 14TH ST,"Milwaukee, WI",-87.9306675227494,42.9643130945619,house
555209,464793022,9/28/2012,2:13:00,NIGHT PARKING - WRONG SIDE,1536 N HAWLEY RD,"Milwaukee, WI",-87.9826458514415,43.0507613179306,house
304962,462245066,5/25/2012,4:17:00,NIGHT PARKING,9323 W LISBON AVE,"Milwaukee, WI",-88.0291373111683,43.0855049107997,house
401638,463189403,7/15/2012,5:49:00,IMPROPERLY DISPLAYED VEHICLE REGISTRATION,3526 N 84TH ST,"Milwaukee, WI",-88.0174358598051,43.0828372130397,house
324609,462689636,6/5/2012,3:42:00,NIGHT PARKING,2420 N BARTLETT AVE,"Milwaukee, WI",-87.8891695678486,43.0619058356387,house
434823,463642314,8/2/2012,5:50:00,NIGHT PARKING - WRONG SIDE,2812 N BUFFUM ST,"Milwaukee, WI",-87.9064093618137,43.0696398386819,house
730729,466799911,12/24/2012,17:15:00,METER PARKING VIOLATION,1002 N WATER ST,"Milwaukee, WI",-87.9107079784449,43.0435109493196,house
729085,466763846,12/24/2012,13:16:00,METER PARKING VIOLATION,812 W WELLS ST,"Milwaukee, WI",-87.9219701235126,43.0402930640407,house
292063,462079520,5/19/2012,4:28:00,NIGHT PARKING - WRONG SIDE,3511 S 9 PL,"Milwaukee, WI",,,
33951,459495831,1/18/2012,5:33:00,NIGHT PARKING,1606 N MARSHALL ST,"Milwaukee, WI",-87.9007991286098,43.0507723477197,house
259248,461732880,5/4/2012,5:07:00,NIGHT PARKING,3541 S 1ST ST,"Milwaukee, WI",-87.9108452453278,42.9802800337634,house
528574,464385316,9/17/2012,4:36:00,NIGHT PARKING,3256 N 91ST ST,"Milwaukee, WI",-88.0262172328404,43.0779645720539,house
682543,464973062,12/3/2012,8:26:00,TOW-AWAY ZONE (BLOCKING DRIVEWAY),1540 W WASHINGTON ST,"Milwaukee, WI",-87.931938834322,43.020212,house
519331,464236404,9/12/2012,13:15:00,METER PARKING VIOLATION,333 W WISCONSIN AVE,"Milwaukee, WI",-87.9150836474754,43.0386783361019,house
552220,464870884,9/27/2012,13:21:00,PARKED IN EXCESS OF 1 HOUR PROHIBITED,3121 S 28TH ST,"Milwaukee, WI",-87.9495799360354,42.9882589835426,house
698560,466261320,12/8/2012,2:25:00,NIGHT PARKING - WRONG SIDE,1224 W MANITOBA ST,"Milwaukee, WI",-87.9279225053134,42.9902066145259,house
317746,462460493,6/1/2012,13:57:00,METER PARKING VIOLATION,741 N 9TH ST,"Milwaukee, WI",-87.9232148713955,43.0394127841678,house
280606,462098125,5/15/2012,2:56:00,NIGHT PARKING,2950 N 24TH PL,"Milwaukee, WI",-87.9435022117407,43.0724412038703,house
255156,461762652,5/3/2012,13:25:00,METER PARKING VIOLATION,1231 W VLIET ST,"Milwaukee, WI",-87.9280736666667,43.0484598888889,house
45392,458116934,1/24/2012,9:38:00,METER PARKING VIOLATION,913 W WELLS ST,"Milwaukee, WI",-87.9233743702389,43.0401340639049,house
664985,465990895,11/23/2012,9:50:00,METER PARKING VIOLATION,2165 N PROSPECT AVE,"Milwaukee, WI",-87.8857871962639,43.0581744618777,house
314279,462422925,5/31/2012,13:06:00,PARKED WITHIN 4 FEET OF DRIVE OR ALLEY,816 N 14TH ST,"Milwaukee, WI",-87.9300175833844,43.0405430374956,house
688465,466161124,12/5/2012,16:31:00,METER PARKING VIOLATION,745 N 4TH ST,"Milwaukee, WI",-87.9161132704025,43.0394164591537,house
549732,464837914,9/26/2012,20:44:00,METER PARKING VIOLATION,1935 N FARWELL AVE,"Milwaukee, WI",-87.8896094396339,43.0558978446286,house
655124,465999030,11/16/2012,15:21:00,METER PARKING VIOLATION,231 W WELLS ST,"Milwaukee, WI",-87.9135546526713,43.0400675027055,house
361055,462951661,6/23/2012,5:58:00,NIGHT PARKING - WRONG SIDE,439 W WALKER ST,"Milwaukee, WI",-87.9160178981194,43.0220840730976,house
133390,460525273,3/3/2012,13:10:00,PARKED IN EXCESS OF 2 HOURS PROHIBITED,204 W WASHINGTON ST,"Milwaukee, WI",-87.9128561430427,43.02019,house
551543,464750893,9/27/2012,5:19:00,NIGHT PARKING,2126 S 23RD ST,"Milwaukee, WI",-87.941805250015,43.0061513984088,house
142548,662638955,3/8/2012,1:11:00,UNREGISTERED/ IMPROPERLY REGISTERED VEHICLE,2256 S 15TH ST,"Milwaukee, WI",-87.9310669144193,43.0036802813895,house
572272,464863162,10/7/2012,20:26:00,PARKED WITHIN 10 FEET OF FIRE HYDRANT,2702 N FREDERICK AVE,"Milwaukee, WI",-87.8841506069089,43.0675315920131,house
433857,463735521,8/1/2012,3:17:00,NIGHT PARKING,2571 N STOWELL AVE,"Milwaukee, WI",-87.8794545915601,43.065455295143,house
711211,466531973,12/14/2012,6:13:00,PARKING PROHIBITED BY OFFICIAL SIGN,6903 N DARIEN ST,"Milwaukee, WI",-87.9577601309389,43.1432255106424,house
494604,464245246,8/31/2012,15:58:00,TOW-AWAY ZONE (POSTED),704 N WATER ST,"Milwaukee, WI",-87.9090253663065,43.0387853687001,house
39222,459374510,1/20/2012,4:48:00,NIGHT PARKING - WRONG SIDE,2814 W CARMEN AVE,"Milwaukee, WI",-87.9475833365411,43.122845654996,house
64005,459859886,2/1/2012,12:43:00,METER PARKING VIOLATION,1030 N 6TH ST,"Milwaukee, WI",-87.9188138856571,43.0434065736018,house
284436,461977795,5/16/2012,11:27:00,METER PARKING VIOLATION,3265 N MARYLAND AVE,"Milwaukee, WI",-87.8829578920073,43.0770557025935,house
734416,466770802,12/27/2012,2:00:00,NIGHT PARKING - WRONG SIDE,5451 N 74TH ST,"Milwaukee, WI",-88.003597050518,43.1163023255965,house
543864,464566815,9/24/2012,13:01:00,METER PARKING VIOLATION,803 W HISTORIC MITCHELL ST,"Milwaukee, WI",-87.9214789591957,43.012213,house
655207,465507512,11/16/2012,15:59:00,METER PARKING VIOLATION,2150 N PROSPECT AVE,"Milwaukee, WI",-87.885772,43.0579,house
439001,463788846,8/3/2012,4:43:00,NIGHT PARKING,2950 N 37TH ST,"Milwaukee, WI",-87.9596307502255,43.0724754690566,house
39045,459546231,1/20/2012,16:53:00,PARKING PROHIBITED BY OFFICIAL SIGN,3112 W SCOTT ST,"Milwaukee, WI",-87.9528685676841,43.0191338930103,house
624798,465608264,11/2/2012,11:46:00,PARKED IN EXCESS OF 2 HOURS PROHIBITED,829 N MARSHALL ST,"Milwaukee, WI",-87.900679873379,43.0420056284201,house
573107,464949015,10/8/2012,10:29:00,PARKED LESS THAN 15 FEET FROM CROSSWALK,2782 S TAYLOR AVE,"Milwaukee, WI",-87.9003329738591,42.9941656519823,house
718092,466569902,12/18/2012,2:39:00,NIGHT PARKING - WRONG SIDE,5730 N 97TH ST,"Milwaukee, WI",-88.0331583970431,43.1219221916218,house
404095,462695601,7/17/2012,12:33:00,PARKED IN EXCESS OF 2 HOURS PROHIBITED,1131 N JACKSON ST,"Milwaukee, WI",-87.9047992573626,43.0450101722004,house
438242,463609473,8/3/2012,3:30:00,NIGHT PARKING,2250 N 15TH ST,"Milwaukee, WI",-87.9313385843604,43.0597546682106,house
671120,466005746,11/27/2012,23:36:00,PARKED LESS THAN 15 FEET FROM CROSSWALK,2502 E WEBSTER PL,"Milwaukee, WI",-87.8791643276725,43.0649827722887,house
193379,461082790,4/2/2012,3:36:00,NIGHT PARKING,597 E ERIE ST,"Milwaukee, WI",-87.9028643804331,43.0272519797315,house
347265,462742501,6/16/2012,2:52:00,NIGHT PARKING - WRONG SIDE,8044 W TRIPOLI AVE,"Milwaukee, WI",-88.0135085503356,42.974764,house
35937,458318276,1/19/2012,15:07:00,METER PARKING VIOLATION,1219 W FOREST HOME AVE,"Milwaukee, WI",-87.9596663,42.9940883,secondary
433233,463508861,8/1/2012,11:00:00,PARKED IN EXCESS OF 1 HOUR PROHIBITED,2605 E KENWOOD BLVD,"Milwaukee, WI",-87.8777377176635,43.074549495848,house
56066,459808624,1/28/2012,18:14:00,PARKING PROHIBITED BY OFFICIAL SIGN,1915 N WATER ST,"Milwaukee, WI",-87.8991689964726,43.0564071286959,house
243357,461610494,4/27/2012,3:47:00,NIGHT PARKING,8820 W CLOVERNOOK CT,"Milwaukee, WI",-88.0212343459099,43.1363565599969,house
617858,465500582,10/30/2012,8:56:00,METER PARKING VIOLATION,625 N 18TH ST,"Milwaukee, WI",-87.9355411639408,43.0376871695632,house
433991,463768340,8/1/2012,5:33:00,NIGHT PARKING,924 E MEINECKE AVE,"Milwaukee, WI",-87.9000367388243,43.062097039307,house
114402,460444014,2/23/2012,15:29:00,PARKED IN EXCESS OF 2 HOURS PROHIBITED,1805 N ARLINGTON PL,"Milwaukee, WI",-87.8950392912666,43.0545646250556,house
7492,459295152,1/5/2012,2:39:00,NIGHT PARKING,3226 N 36TH ST,"Milwaukee, WI",-87.9583659090574,43.0776331203108,house
278113,462040423,5/12/2012,10:55:00,OBSTRUCTING BUS LOADING ZONE,1644 N DR. M.L. KING JR. DR,"Milwaukee, WI",,,
284617,461928972,5/16/2012,14:12:00,METER PARKING VIOLATION,928 W STATE ST,"Milwaukee, WI",-87.923470136252,43.0431906563147,house
137889,460483240,3/6/2012,10:49:00,IMPROPERLY DISPLAYED VEHICLE REGISTRATION,2640 N 10TH ST,"Milwaukee, WI",-87.9239421629876,43.0665646123316,house
690256,466305151,12/5/2012,5:56:00,NIGHT PARKING - WRONG SIDE,1619 S UNION ST,"Milwaukee, WI",-87.937400514438,43.0143996707525,house
167930,459870655,3/20/2012,17:20:00,OBSTRUCTING BUS LOADING ZONE,319 N WATER ST,"Milwaukee, WI",-87.9090869824097,43.0340473004324,house
645937,465542895,11/13/2012,10:21:00,OBSTRUCTING BUS LOADING ZONE,5924 W NORTH AVE,"Milwaukee, WI",-87.9867746962319,43.0607816083781,house
234127,461741350,4/24/2012,14:22:00,METER PARKING VIOLATION,429 E LINCOLN AVE,"Milwaukee, WI",-87.903638618023,43.002830294079,house
141,459348503,1/1/2012,8:00:00,PARKING PROHIBITED BY OFFICIAL SIGN,1331 E HAMILTON ST,"Milwaukee, WI",-87.8944948367069,43.0543267343008,house
693629,466328601,12/6/2012,5:55:00,NIGHT PARKING - WINTER RESTRICTED,5716 W VILLARD AVE,"Milwaukee, WI",-87.9840341232042,43.1121073736389,house
671020,465891731,11/27/2012,19:23:00,METER PARKING VIOLATION,2419 KENWOOD BLVD,"Milwaukee, WI",-88.106741,43.176942,residential
59957,459797015,1/31/2012,11:29:00,METER PARKING VIOLATION,708 N MILWAUKEE ST,"Milwaukee, WI",-87.9064443016931,43.039026086684,house
307082,462492052,5/26/2012,4:41:00,NIGHT PARKING - WRONG SIDE,3228 N 46TH ST,"Milwaukee, WI",-87.9708893153538,43.0776469248681,house
427332,463427182,7/28/2012,9:32:00,PARKED LESS THAN 15 FEET FROM CROSSWALK,1400 W HAYES AVE,"Milwaukee, WI",-87.930028,43.00137,house
211786,461153873,4/11/2012,2:55:00,NIGHT PARKING,2208 N 48TH ST,"Milwaukee, WI",-87.973447,43.0594810816821,house
428834,463273123,7/30/2012,5:09:00,NIGHT PARKING - WRONG SIDE,3850 S 84TH ST,"Milwaukee, WI",-88.0177190367845,42.9746479233084,house
549998,464864816,9/26/2012,4:31:00,NIGHT PARKING - WRONG SIDE,2730 S LOGAN AVE,"Milwaukee, WI",-87.8966819722543,42.9950122213323,house
418865,463317234,7/24/2012,15:02:00,TOW-AWAY ZONE (POSTED),924 W WELLS ST,"Milwaukee, WI",-87.9234944934716,43.0402987366758,house
297908,462249900,5/22/2012,3:19:00,NIGHT PARKING,443 N 41TH ST,"Milwaukee, WI",,,
332491,462381743,6/8/2012,2:52:00,NIGHT PARKING - WRONG SIDE,4624 N 50TH ST,"Milwaukee, WI",-87.9754930765905,43.1017579331285,house
555187,464982836,9/28/2012,2:12:00,NIGHT PARKING - WRONG SIDE,222 W PITTSBURGH AVE,"Milwaukee, WI",-87.9127828124993,43.0294914748884,house
182724,460891664,3/28/2012,13:19:00,METER PARKING VIOLATION,832 E WISCONSIN AVE,"Milwaukee, WI",-87.901069858267,43.0391509777185,house
24836,459383945,1/12/2012,13:22:00,METER PARKING VIOLATION,735 N 9TH ST,"Milwaukee, WI",-87.9232164672461,43.0393423147635,house
368781,462983360,6/27/2012,2:26:00,NIGHT PARKING - WRONG SIDE,4105 S LOGAN AVE,"Milwaukee, WI",-87.8965945577667,42.9697533866787,house
88600,460120301,2/13/2012,9:16:00,METER PARKING VIOLATION,315 N JEFFERSON ST,"Milwaukee, WI",-87.9048483073372,43.0342471747675,house
383973,463154296,7/6/2012,10:59:00,METER PARKING VIOLATION,648 N 4TH ST,"Milwaukee, WI",-87.915898,43.0380760204082,house
544900,464866883,9/24/2012,3:43:00,NIGHT PARKING - WRONG SIDE,4630 W AUER AVE,"Milwaukee, WI",-87.9715686981807,43.077132202982,house
518348,464614570,9/12/2012,3:26:00,NIGHT PARKING,161 S 77TH ST,"Milwaukee, WI",-88.0087629396389,43.030227036321,house
248732,461660555,5/1/2012,1:49:00,PARKED MORE THAN 12 INCHES FROM CURB,1901 E BRADFORD AVE,"Milwaukee, WI",-87.886615,43.06365,house
495267,464168950,8/31/2012,11:27:00,PARKED IN EXCESS OF 1 HOUR PROHIBITED,3205 N OAKLAND AVE,"Milwaukee, WI",-87.888064,43.0597533,tertiary
404881,463396404,7/17/2012,14:06:00,IMPROPERLY DISPLAYED VEHICLE REGISTRATION,2606 N 7TH ST,"Milwaukee, WI",-87.9197356010382,43.0659813466916,house
181740,461055221,3/27/2012,4:55:00,NIGHT PARKING,3168 N 42ND ST,"Milwaukee, WI",-87.96543954552,43.0764127711706,house
101106,460276692,2/17/2012,2:46:00,NIGHT PARKING,1041 S 33 ST,"Milwaukee, WI",,,
118375,460497181,2/25/2012,3:49:00,NIGHT PARKING - WRONG SIDE,3079 S 11 ST,"Milwaukee, WI",,,
167719,460964431,3/20/2012,5:36:00,NIGHT PARKING,2429 S 13TH ST,"Milwaukee, WI",-87.9286288062823,43.0006184075892,house
89330,460192806,2/13/2012,13:50:00,PARKING PROHIBITED BY OFFICIAL SIGN,808 N 18TH ST,"Milwaukee, WI",-87.9352917738918,43.0404603450597,house
112237,460374950,2/23/2012,3:15:00,NIGHT PARKING - WRONG SIDE,1235 S 36 ST,"Milwaukee, WI",,,
501410,464312531,9/5/2012,12:49:00,RESIDENTIAL PARKING PROGRAM,3024 N PROSPECT AVE,"Milwaukee, WI",-87.8803480104552,43.0733178999551,house
393313,463244445,7/11/2012,17:45:00,METER PARKING VIOLATION,1710 N ARLINGTON PL,"Milwaukee, WI",-87.8948458664899,43.0532363106634,house
697360,466536711,12/8/2012,6:08:00,PARKING PROHIBITED BY OFFICIAL SIGN,1504 E WINDSOR PL,"Milwaukee, WI",-87.8917334093022,43.0588406142416,house
219291,461292300,4/16/2012,16:58:00,PARKED IN EXCESS OF 2 HOURS PROHIBITED,2873 N FREDERICK AVE,"Milwaukee, WI",-87.8843373275306,43.0704994202862,house
84674,458617784,2/10/2012,12:21:00,METER PARKING VIOLATION,2310 N MURRAY AVE,"Milwaukee, WI",-87.8854843414393,43.0603348550825,house
362732,463018485,6/25/2012,11:22:00,METER PARKING VIOLATION,913 N 4TH ST,"Milwaukee, WI",-87.9161343467128,43.0417508152236,house
673823,466208805,11/28/2012,9:49:00,METER PARKING VIOLATION,789 N JACKSON ST,"Milwaukee, WI",-87.9043473781833,43.0410093726702,house
238191,461486395,4/25/2012,2:21:00,NIGHT PARKING,9832 W BELOIT RD,"Milwaukee, WI",-88.0354883225806,42.9821455483871,house
99846,460170583,2/17/2012,5:15:00,NIGHT PARKING - WINTER RESTRICTED,5809 N 68TH ST,"Milwaukee, WI",-87.9960873141778,43.1233757708095,house
291766,462204654,5/19/2012,5:36:00,NIGHT PARKING,8246 W THURSTON AVE,"Milwaukee, WI",-88.014195022473,43.1225564160068,house
406875,463186850,7/18/2012,14:24:00,METER PARKING VIOLATION,3265 N DOWNER AVE,"Milwaukee, WI",-87.8779849356546,43.0769334996277,house
565418,464929161,10/4/2012,3:23:00,NIGHT PARKING - WRONG SIDE,3410 S 8TH ST,"Milwaukee, WI",-87.9215185399328,42.9826638948032,house
236798,461622700,4/25/2012,10:31:00,PARKED IN SCHOOL ZONE,635 S 4TH ST,"Milwaukee, WI",-87.9155441182496,43.0248784897514,house
628087,465462642,11/4/2012,8:49:00,PARKING PROHIBITED BY OFFICIAL SIGN,1711 S 9TH ST,"Milwaukee, WI",-87.9228209761945,43.0120688237037,house
382036,463234811,7/5/2012,13:36:00,METER PARKING VIOLATION,806 N 10TH ST,"Milwaukee, WI",-87.9242912393955,43.040426905892,house
313806,462570360,5/31/2012,21:07:00,METER PARKING VIOLATION,1710 N ARLINGTON PL,"Milwaukee, WI",-87.8948458664899,43.0532363106634,house
109328,460317583,2/22/2012,19:23:00,METER PARKING VIOLATION,3070 N STOWELL AVE,"Milwaukee, WI",-87.8790982329311,43.0740594299992,house
342646,462183470,6/14/2012,11:27:00,METER PARKING VIOLATION,716 N JAMES LOVELL ST,"Milwaukee, WI",-87.9202429628309,43.0391165383951,house
596232,465479280,10/19/2012,4:42:00,NIGHT PARKING,1720 E PROVIDENCE AVE,"Milwaukee, WI",-87.8885503484784,43.0815687376675,house
506932,464608060,9/7/2012,4:41:00,NIGHT PARKING,2407 N OAKLAND AVE,"Milwaukee, WI",-87.8881708979521,43.0615707351609,house
589867,465220571,10/16/2012,19:27:00,METER PARKING VIOLATION,2413 E KENWOOD BLVD,"Milwaukee, WI",-87.8801641834558,43.074557917271,house
560134,465036294,10/2/2012,11:48:00,METER PARKING VIOLATION,300 W ST PAUL AVE,"Milwaukee, WI",-87.914732,43.034725,house
619806,465664065,10/31/2012,12:36:00,METER PARKING VIOLATION,1041 N 6TH ST,"Milwaukee, WI",-87.9190366351773,43.0435254239837,house
263490,462128236,5/7/2012,5:17:00,NIGHT PARKING - WRONG SIDE,2209 W GREENFIELD AVE,"Milwaukee, WI",-87.9411211637127,43.016944,house
492581,464212884,8/30/2012,16:16:00,METER PARKING VIOLATION,414 E WISCONSIN AVE,"Milwaukee, WI",-87.9062364180276,43.0388309699239,house
110318,460353154,2/22/2012,4:15:00,NIGHT PARKING - WINTER RESTRICTED,6701 N 84TH ST,"Milwaukee, WI",-88.0164846479306,43.139893257139,house
1870,458164523,1/3/2012,20:11:00,PARKING PROHIBITED BY OFFICIAL SIGN,3019 W JUNEAU AVE,"Milwaukee, WI",-87.9518575298536,43.0457975305843,house
519088,464397334,9/12/2012,7:04:00,IMPROPERLY DISPLAYED VEHICLE REGISTRATION,2113 W LINCOLN AVE,"Milwaukee, WI",-87.9404303581479,43.0031303271012,house
38866,459698234,1/20/2012,4:23:00,NIGHT PARKING - WINTER RESTRICTED,3842 N PORT WASHINGTON AVE,"Milwaukee, WI",-87.9164717,43.1187255,secondary
17576,459437344,1/9/2012,11:42:00,METER PARKING VIOLATION,313 W MICHIGAN ST,"Milwaukee, WI",-87.9148384509617,43.0373071259086,house
213918,461023824,4/12/2012,15:52:00,METER PARKING VIOLATION,526 N JEFFERSON ST,"Milwaukee, WI",-87.9049275173237,43.0367711255301,house
347418,462809443,6/16/2012,2:05:00,NIGHT PARKING - WRONG SIDE,4022 N 49TH ST,"Milwaukee, WI",-87.9745944210449,43.0903344424404,house
370352,462933100,6/28/2012,13:27:00,METER PARKING VIOLATION,744 N 8TH ST,"Milwaukee, WI",-87.9215678261262,43.0394528776937,house
269916,462056302,5/9/2012,9:46:00,METER PARKING VIOLATION,628 N BROADWAY ST,"Milwaukee, WI",-87.9076167919601,43.0378383276636,house
275822,462171345,5/11/2012,2:58:00,NIGHT PARKING,3064 N MARYLAND AVE,"Milwaukee, WI",-87.8828061483028,43.0739691437985,house
722569,466673771,12/20/2012,16:09:00,METER PARKING VIOLATION,1109 N WATER ST,"Milwaukee, WI",-87.9110673608877,43.0447741577673,house
484605,464093276,8/27/2012,21:44:00,PARKED LESS THAN 15 FEET FROM CROSSWALK,802 N MILWAUKEE ST,"Milwaukee, WI",-87.9066850585384,43.0413362187807,house
649781,466059112,11/14/2012,22:18:00,PARKED LESS THAN 15 FEET FROM CROSSWALK,2301 E PARK PL,"Milwaukee, WI",-87.881604,43.067271,house
245630,461537215,4/28/2012,15:57:00,PARKED IN EXCESS OF 2 HOURS PROHIBITED,278 E ERIE ST,"Milwaukee, WI",-87.9074695976117,43.0311199089935,house
200103,461344391,4/5/2012,2:45:00,NIGHT PARKING,2570 N BOOTH ST,"Milwaukee, WI",-87.90398029048,43.0650837115642,house
278252,462087555,5/13/2012,12:43:00,PARKED WITHIN 4 FEET OF DRIVE OR ALLEY,4745 W WISCONSIN AVE,"Milwaukee, WI",-87.973487594737,43.0386898387878,house
365500,462704771,6/26/2012,16:40:00,PARKED WRONG DIRECTION,702 N 29TH ST,"Milwaukee, WI",-87.9506187134145,43.038869795748,house
11901,459426516,1/6/2012,15:16:00,PARKING PROHIBITED BY OFFICIAL SIGN,2022 W CAPITOL DR,"Milwaukee, WI",-88.0030147,43.0898532,primary
218262,461320020,4/14/2012,2:30:00,NIGHT PARKING,439 E LLOYD ST,"Milwaukee, WI",-87.9062046733054,43.0576849364253,house
13178,459275714,1/6/2012,12:52:00,METER PARKING VIOLATION,245 E BUFFALO ST,"Milwaukee, WI",-87.908219602507,43.0336990110317,house
360419,462952560,6/23/2012,11:14:00,PARKED WITHIN 4 FEET OF DRIVE OR ALLEY,1318 N ASTOR ST,"Milwaukee, WI",-87.8996009588768,43.047207062639,house
490564,464338151,8/29/2012,4:22:00,NIGHT PARKING - WRONG SIDE,4051 N 19TH ST,"Milwaukee, WI",-87.9345260990286,43.0905163433335,house
63341,459832995,2/1/2012,2:54:00,NIGHT PARKING,3351 S PENNSYLVANIA AVE,"Milwaukee, WI",-87.87965609807,42.9834563845718,house
116101,460468724,2/24/2012,3:47:00,NIGHT PARKING - WRONG SIDE,3468 S 15 ST,"Milwaukee, WI",,,
692517,466262871,12/6/2012,1:09:00,PARKED WITHIN 4 FEET OF DRIVE OR ALLEY,1023 E KNAPP ST,"Milwaukee, WI",-87.899287338255,43.0468204859558,house
395257,463343683,7/11/2012,5:18:00,NIGHT PARKING - WRONG SIDE,1235 W EUCLID AVE,"Milwaukee, WI",-87.928089693899,42.9864166844133,house
582354,465177436,10/12/2012,5:55:00,NIGHT PARKING,1813 W JUNEAU AVE,"Milwaukee, WI",-87.9356136917573,43.0457537065578,house
583017,465126535,10/12/2012,12:24:00,METER PARKING VIOLATION,710 W HISTORIC MITCHELL ST,"Milwaukee, WI",-87.9201538941677,43.0123790274852,house
50481,459507941,1/26/2012,15:47:00,PARKED IN EXCESS OF 1 HOUR PROHIBITED,2711 E KENWOOD BLVD,"Milwaukee, WI",-87.8765140611734,43.0745489679257,house
385169,661860721,7/6/2012,20:44:00,PARKED IN LOADING ZONE,155 N JACKSON ST,"Milwaukee, WI",-87.9032954928103,43.0318630108295,house
576455,465122560,10/9/2012,10:56:00,METER PARKING VIOLATION,633 E MASON ST,"Milwaukee, WI",-87.9036675308108,43.0400719627186,house
39034,459487626,1/20/2012,17:14:00,METER PARKING VIOLATION,520 N 16TH ST,"Milwaukee, WI",-87.9328072060503,43.0364657362241,house
647891,465982226,11/14/2012,4:02:00,NIGHT PARKING,9721 W REICHERT PL,"Milwaukee, WI",-88.0337029452532,43.1203967240191,house
430850,463416693,7/31/2012,14:51:00,PARKED IN EXCESS OF 3 HOURS PROHIBITED,2591 N STOWELL AVE,"Milwaukee, WI",-87.8794485074756,43.0658122281,house
554777,465014196,9/28/2012,3:20:00,NIGHT PARKING,2840 N CRAMER ST,"Milwaukee, WI",-87.8865754442062,43.0700365716591,house
79772,459269230,2/8/2012,4:29:00,UNREGISTERED/ IMPROPERLY REGISTERED VEHICLE,418 S 70 ST,"Milwaukee, WI",,,
645698,465783334,11/13/2012,4:33:00,NIGHT PARKING,1512 S UNION ST,"Milwaukee, WI",-87.9360197269885,43.0154594345774,house
108063,460392365,2/21/2012,4:40:00,NIGHT PARKING,5603 W MARTIN DR,"Milwaukee, WI",-87.9831833212134,43.0459161740011,house
455573,463943631,8/11/2012,3:21:00,NIGHT PARKING - WRONG SIDE,4331 N 47TH ST,"Milwaukee, WI",-87.972344,43.095983,house
664434,466042975,11/23/2012,10:26:00,METER PARKING VIOLATION,635 N JEFFERSON ST,"Milwaukee, WI",-87.9053001609736,43.0380409507005,house
520803,463600126,9/13/2012,3:44:00,NIGHT PARKING,2232 N HOLTON ST,"Milwaukee, WI",-87.9051693090236,43.059520670093,house
144265,460706212,3/8/2012,3:39:00,NIGHT PARKING,2215 W MAPLE ST,"Milwaukee, WI",-87.9412464333247,43.0111685997586,house
713244,466634700,12/14/2012,16:15:00,PARKED IN EXCESS OF 3 HOURS PROHIBITED,1643 S 9TH ST,"Milwaukee, WI",-87.9227754420931,43.0133342861746,house
621727,465676400,11/1/2012,14:27:00,METER PARKING VIOLATION,810 N MILWAUKEE ST,"Milwaukee, WI",-87.9066932926921,43.0414210939037,house
160227,662546555,3/16/2012,5:55:00,UNREGISTERED/ IMPROPERLY REGISTERED VEHICLE,4351 W MEINECK P,"Milwaukee, WI",,,
460251,463983520,8/14/2012,3:26:00,NIGHT PARKING - WRONG SIDE,504 E HOLT AVE,"Milwaukee, WI",-87.902748,42.982516,house
168246,461004110,3/21/2012,2:02:00,NIGHT PARKING - WRONG SIDE,1813 N 19TH ST,"Milwaukee, WI",-87.9365771609461,43.05385841007,house
114223,460379393,2/23/2012,11:15:00,METER PARKING VIOLATION,2210 S KINNICKINNIC AVE,"Milwaukee, WI",-87.9075015,43.0070774,secondary
586858,465019111,10/15/2012,3:52:00,NIGHT PARKING - WRONG SIDE,1419 E RUSSELL AVE,"Milwaukee, WI",-87.8910967492814,42.9982908561023,house
704828,466446562,12/12/2012,5:33:00,NIGHT PARKING,2809 W HIGHLAND BD,"Milwaukee, WI",-87.9492939091456,43.0444487016235,house
722950,466794344,12/20/2012,4:55:00,NIGHT PARKING,2846 N FREDERICK AVE,"Milwaukee, WI",-87.8841185956639,43.0701158569107,house
341974,462826313,6/13/2012,15:03:00,TOW-AWAY ZONE (POSTED),735 W WISCONSIN AVE,"Milwaukee, WI",-87.9208829593917,43.0387289314045,house
31338,459565293,1/15/2012,18:18:00,PARKING IN EXCESS OF 24 HOURS,223 S 3RD ST,"Milwaukee, WI",-87.9140768008149,43.0288176344736,house
480515,464204123,8/24/2012,13:07:00,METER PARKING VIOLATION,650 N 2ND ST,"Milwaukee, WI",-87.9129410908995,43.038065877488,house
605104,465416615,10/24/2012,4:21:00,NIGHT PARKING - WRONG SIDE,526 E CHICAGO ST,"Milwaukee, WI",-87.9041576548429,43.0329043570118,house
335819,462691180,6/11/2012,4:44:00,NIGHT PARKING,832 S 21ST ST,"Milwaukee, WI",-87.9393614848485,43.022339,house
94085,460268465,2/15/2012,5:23:00,NIGHT PARKING - WRONG SIDE,321 E SCHILLER ST,"Milwaukee, WI",-87.9061808579355,42.9930995871799,house
334982,462741160,6/9/2012,4:27:00,NIGHT PARKING - WRONG SIDE,3325 W ARTHUR AVE,"Milwaukee, WI",-87.9559340822006,42.9993471055707,house
519177,464570680,9/12/2012,12:34:00,PARKING PROHIBITED BY OFFICIAL SIGN,1835 E NEWBERRY BLVD,"Milwaukee, WI",-87.8874566326341,43.0692246323265,house
